,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,scenario,policy,model
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,12,0,dikesnet
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,13,0,dikesnet
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,14,0,dikesnet
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,15,0,dikesnet
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,16,0,dikesnet
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,17,0,dikesnet
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,18,0,dikesnet
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,4.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,19,0,dikesnet
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,3.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,20,0,dikesnet
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,21,0,dikesnet
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,7.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,22,0,dikesnet
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,4.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,23,0,dikesnet
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,1.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,24,0,dikesnet
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,8.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,25,0,dikesnet
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,4.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,26,0,dikesnet
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,27,0,dikesnet
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,8.0,0.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,28,0,dikesnet
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,5.0,3.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,29,0,dikesnet
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,4.0,0.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,30,0,dikesnet
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,7.0,5.0,5.0,9.0,5.0,5.0,9.0,0.0,9.0,0.0,3.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,31,0,dikesnet
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,32,0,dikesnet
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,33,0,dikesnet
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,34,0,dikesnet
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,35,0,dikesnet
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,36,0,dikesnet
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,37,0,dikesnet
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,38,0,dikesnet
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,39,0,dikesnet
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,40,0,dikesnet
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,41,0,dikesnet
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,42,0,dikesnet
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,43,0,dikesnet
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,44,0,dikesnet
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,45,0,dikesnet
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,46,0,dikesnet
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,47,0,dikesnet
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,48,0,dikesnet
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,4.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,49,0,dikesnet
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,9.0,3.0,5.0,7.0,4.0,1.0,8.0,4.0,0.0,8.0,5.0,4.0,2.0,36.0,303.8464790121937,1.5,0.22628578858597592,104.35894086153087,10,0.7271973921070198,262.97337439059675,10,0.19581848742162433,160.79354964721978,1.5,0.7911695898559118,254.63052101213034,1.5,0.706830065793483,1.5,3.5,4.5,50,0,dikesnet
