,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1409,0.0,0.0,21921160.096801586,0.026946968346413473,1345310487.2818837,2.791731291581678,145637673.1965195,0.07840947936339346,299628894.9922488,0.3433942988358906,333100000.0,0.0
1410,0.0,0.0,102615726.33664846,0.1303685783066385,50239736.96669364,0.12551779145769898,606729.7076930504,0.0005107659574950568,106147341.71147792,0.1357253636469141,333100000.0,0.0
1411,0.0,0.0,2498415.102769729,0.002434311246121151,84902112.13757522,0.14957104038228114,12628046.050231759,0.006676079327184389,428957314.4154713,0.3782028664731097,333100000.0,0.0
1412,0.0,0.0,197227038.95440966,0.17348855703542015,124386957.3018739,0.2154357498370253,10797113.034793818,0.0058953747469418435,108934596.97937399,0.09787296121176214,333100000.0,0.0
1413,0.0,0.0,33751036.104775935,0.04113866721363848,40056881.973360285,0.09363858244966547,63519233.12573029,0.037874830142705,102144961.77282128,0.12135259590430114,333100000.0,0.0
1414,2428598184.198601,1.6439950508317782,9906510.30424837,0.010335842891805481,450993405.2742624,0.8151553058388155,12471682.794169247,0.0073475673665129295,426484439.6204656,0.40636949809541156,333100000.0,0.0
1415,6531032.057107192,0.006197548885074618,56649260.269756064,0.07808526904103302,80031293.79792127,0.21051603502103045,111850943.45694739,0.06844088013628306,19094879.626115914,0.026519322988865817,333100000.0,0.0
1416,0.0,0.0,16565954.882810917,0.017679083068025833,431031984.0455842,0.8020006404747342,58082360.23334581,0.030378007493861207,43611448.542978436,0.044633420735628426,333100000.0,0.0
1417,0.0,0.0,173781135.03762913,0.14783932785532763,55231994.03615335,0.0938500351498959,45646554.59354669,0.020853215346267513,600466798.2830274,0.5005879340496793,333100000.0,0.0
1418,0.0,0.0,19479620.547963936,0.017966132831174604,2064598446.8366761,3.181230742681887,11788002.673495159,0.006264545302585244,114999925.7669948,0.10034570276728519,333100000.0,0.0
1419,0.0,0.0,46794764.11749583,0.0416939203337317,55194682.341980726,0.09373574475679768,3531172.0998180304,0.0019464543009812829,148114012.87544057,0.12826519685003357,333100000.0,0.0
1420,0.0,0.0,109864691.30485226,0.10599062382598243,1864893475.1215816,3.1771656874815446,116015182.14795582,0.05511020736418144,444288183.96206033,0.41666400587093566,333100000.0,0.0
1421,0.0,0.0,256615976.38424712,0.22847380897985375,70851630.90994246,0.12671517877225263,18643313.423512045,0.01001198555157088,113741053.16390118,0.1043122474005573,333100000.0,0.0
1422,0.0,0.0,300033780.4582572,0.31707241223642163,16801519.963340364,0.03674426972455638,5021641.814982225,0.0035370266168338405,165419898.42680466,0.1813654852462757,333100000.0,0.0
1423,2113112893.318429,1.6439950508317782,36472493.04968545,0.04242584265847486,69928933.23385055,0.1537668317158126,11000206.511211336,0.00750823269867923,195605605.82214677,0.21795968486568407,333100000.0,0.0
1424,0.0,0.0,59980869.47135101,0.0603073088311396,115153920.3894714,0.21933473934704892,12842705.450052192,0.007696489618033646,279426377.3269426,0.270571113254621,333100000.0,0.0
1425,3647373.481402478,0.0032249386520797523,489396071.90233254,0.5787668877936449,1217750656.9832506,2.7595729279669943,7925215.09354615,0.006156601987410765,592986686.0717214,0.7232360052703549,333100000.0,0.0
1426,0.0,0.0,212321253.36827207,0.22723603246152022,1423992069.3418922,2.776244418830578,147782000.23513263,0.07375322221411382,1089134907.4135046,1.1091636153783813,333100000.0,0.0
1427,0.0,0.0,7627979.261322528,0.01044846533963695,37870105.007829115,0.09531559757305472,6273995.697043015,0.005034255330065587,68107910.026708,0.0877732498160999,333100000.0,0.0
1428,0.0,0.0,61397235.01056638,0.07943725000476509,87779702.09085587,0.21761121567888347,116237479.42580068,0.06867059790321264,170413046.35615975,0.2156383033781828,333100000.0,0.0
1429,0.0,0.0,408433872.0011187,0.44659882572731424,66784056.01198428,0.151079227441744,6545199.376652213,0.004658549206552443,53686249.2539169,0.06294124361089305,333100000.0,0.0
1430,0.0,0.0,14475673.44728863,0.015019551553555173,152480356.82576275,0.28612775413020064,11077091.834325382,0.006600690878685778,220927202.3430658,0.2139063464695136,333100000.0,0.0
1431,0.0,0.0,9813888.689568318,0.01015235887898391,49039729.98405717,0.09385046461077043,5271132.204007257,0.003199135765177545,210892613.95593756,0.2034334563010467,333100000.0,0.0
1432,0.0,0.0,30957044.098260574,0.035589397857187594,16845695.033516757,0.03691514577068107,56328173.83033587,0.032589816732038805,212871657.03087413,0.23245617345471903,333100000.0,0.0
1433,0.0,0.0,26420605.499970585,0.026632999526533783,79984217.36216307,0.1497365123000738,150084078.32544225,0.0660394002221217,67314010.14000861,0.06521325964879532,333100000.0,0.0
1434,0.0,0.0,114519791.69207746,0.10396120211165778,20057556.409483254,0.036180893427737365,86122034.5007132,0.039529454987390696,105423246.75658989,0.09621745934241571,333100000.0,0.0
1435,0.0,0.0,1021440382.4517965,0.8113283036227488,37039249.7528808,0.0638999949017,9455188.307113472,0.005222594556997126,167100001.8115682,0.14588500919770647,333100000.0,0.0
1436,0.0,0.0,745975537.023534,0.7039672609903006,30885267.639908817,0.06286952877988564,103729379.63225856,0.052314815538994724,721036863.8871539,0.7089717695217839,333100000.0,0.0
1437,64178432.06400417,0.03675031947440275,1054800682.8132179,0.7915745131691445,89071968.1172132,0.14317623568471788,41731849.43518378,0.01850714532434192,324478457.11399174,0.26370167226845054,333100000.0,0.0
1438,0.0,0.0,25151347.189157423,0.02681043815790951,18160766.519701183,0.03661818624196708,7875424.969882373,0.004995311916517035,100772353.52933298,0.10266933286749862,333100000.0,0.0
1439,0.0,0.0,281417615.6245923,0.22211923897483887,2189013516.491631,3.1552790280220746,2135324.7267542393,0.0011051776434783697,153816233.5545611,0.12475331307691134,333100000.0,0.0
1440,0.0,0.0,29390781.925715365,0.02692216906238968,21209174.345158584,0.03671973357910515,3780396.8263065293,0.0021545559920651603,55297860.07836422,0.04875907685136768,333100000.0,0.0
1441,0.0,0.0,120789441.76394477,0.10494412588085819,55350703.71974962,0.09421365778091381,67075450.55891797,0.02997365029539626,111873828.65133913,0.09744455051528728,333100000.0,0.0
1442,24433764.617150925,0.01377987883712848,11984851.663373427,0.010491093155071431,412535258.2890659,0.6274527603902824,74782649.88163479,0.031939062846808045,108003254.79443987,0.0888397865916839,333100000.0,0.0
1443,84352402.86092953,0.06024858355496495,24541589.55046866,0.02652374169541412,75713827.3483054,0.15218986809011786,155634739.97450322,0.07286385249748578,209876201.23353273,0.21444773967837083,333100000.0,0.0
1444,48419561.61752102,0.03675031947440275,209453081.42215306,0.22267169857797703,1625502580.8446946,3.152114399962589,6688591.326607905,0.004380295875462953,361132009.9010806,0.38393822059454064,333100000.0,0.0
1445,0.0,0.0,12074447.140446834,0.010088506004403352,59978793.26873471,0.09229737544907501,1641302.4399699103,0.0007997571068438264,145783298.05268073,0.11425154080951444,333100000.0,0.0
1446,0.0,0.0,678169280.5627581,0.7827906632820174,37544963.70224905,0.09385046461077043,7693343.802202208,0.005871781255250299,20369829.376600146,0.026350630546251766,333100000.0,0.0
1447,0.0,0.0,1007937815.7351861,0.7951605434941794,74979636.01636127,0.1270708006966102,53332573.986625485,0.02443104959226009,480420429.14204144,0.4064456275267224,333100000.0,0.0
1448,21863299.057807654,0.01377987883712848,116305337.57714897,0.10660341533216264,123629694.86954674,0.2191782865854229,3617544.8180092615,0.0021655149663284815,52972935.72943027,0.04899290702855254,333100000.0,0.0
1449,0.0,0.0,2511321.8542657685,0.002458117315445896,1016353470.470316,1.6578441997461413,113487800.97478104,0.049970870909097694,309841701.9469591,0.27617528081675213,333100000.0,0.0
1450,0.0,0.0,262105516.54933825,0.21965426198103863,60003318.74076783,0.10176085994500245,8731831.181017494,0.004618594130076831,986894524.1031029,0.8005144394623576,333100000.0,0.0
1451,0.0,0.0,182260481.66893488,0.22723603246152022,155743421.71388295,0.37777555195594303,9594399.14556996,0.007404122840047643,265701199.58940506,0.3331610334362455,333100000.0,0.0
1452,0.0,0.0,22672351.152318113,0.026846298128529962,831293420.2868402,1.682959111110714,54073740.97162971,0.031822620209323235,92198594.3258929,0.10437729996162198,333100000.0,0.0
1453,0.0,0.0,80188679.08520484,0.07942698467931343,4421013.240311482,0.008641497664314733,16915152.581682462,0.009595205615132734,340272931.4443363,0.32609592954624794,333100000.0,0.0
1454,1205712.7350371205,0.0006799842620048798,126907818.1999065,0.10253796404917218,22140546.5470858,0.03538998388047965,0.0,0.0,595881223.9781668,0.4625075501982865,333100000.0,0.0
1455,0.0,0.0,608044351.5895088,0.5852449277936572,1733049278.1737041,3.1880359913288565,36763527.81052508,0.020702034101852812,551352036.2691501,0.5534035179125003,333100000.0,0.0
1456,0.0,0.0,21866845.697697904,0.026818820001514955,67408054.66103666,0.1534695239256037,24374713.796854265,0.015614429466860475,426037788.4029023,0.4818616586702153,333100000.0,0.0
1457,0.0,0.0,61036674.08951151,0.060243465087537466,19167697.680873234,0.0367015502917183,117181485.03056675,0.055832926380964744,1225011577.1959724,1.0905029910139057,333100000.0,0.0
1458,0.0,0.0,718381758.4275084,0.5768919305148446,36704626.94812836,0.06287500333423449,122767853.2297246,0.05203982241117049,188296748.54171595,0.16224992154385354,333100000.0,0.0
1459,0.0,0.0,77326454.0686926,0.05856018723194534,64159661.62393108,0.09383704096238599,4007764.6385377655,0.0018785327319840242,165279809.14986482,0.12284224074579901,333100000.0,0.0
1460,0.0,0.0,44867714.00538753,0.042143414817071546,75159413.9101527,0.1338381448145738,65374255.67279467,0.030886668250260898,145647404.62772876,0.13255132114046614,333100000.0,0.0
1461,0.0,0.0,9311564.484143948,0.01024898482087177,1720724997.5821724,3.152114399962589,695067.5422913432,0.00045783711701000027,268213409.86070147,0.2715955297592374,333100000.0,0.0
1462,0.0,0.0,96084755.2027254,0.10571556897636444,101911136.3237682,0.2164820776724988,53958524.15642816,0.030627875729114608,91238632.153221,0.10054749763143293,333100000.0,0.0
1463,0.0,0.0,54406330.98318229,0.041759800568874364,94509414.70923346,0.13738909346472913,135227572.79261643,0.048566517669987284,107367791.63603678,0.08021336022668993,333100000.0,0.0
1464,0.0,0.0,55124090.024837986,0.04284651666383221,1256924792.9788013,1.6972701602711533,16847732.64017828,0.007728136626561989,189423348.46046573,0.1421292234660665,333100000.0,0.0
1465,0.0,0.0,113371532.4387534,0.10573000286190509,0.0,0.0,64119830.66248824,0.030934370090963323,279444029.0973856,0.2561023992006758,333100000.0,0.0
1466,0.0,0.0,19802786.38058845,0.026466540823956015,57968575.65482247,0.14442855232790633,2425961.2025106363,0.0019778856483184336,103468600.20384476,0.13206824543143642,333100000.0,0.0
1467,0.0,0.0,176222537.30783814,0.13136002115851209,64732605.968748465,0.09534772101577474,4319610.583890875,0.0021026729982076614,123221723.14591603,0.0928782184790625,333100000.0,0.0
1468,1323800445.7191007,0.8343576007588622,10663804.781338178,0.010380011929055376,122689045.67010263,0.21641406835120558,66071859.88114123,0.031355998782247055,50315674.54486631,0.04640689275377159,333100000.0,0.0
1469,0.0,0.0,11242657.53090517,0.010485737292014036,2064811301.319369,3.181747067364326,11753416.38863242,0.006235665887329565,879523851.7329588,0.7298552735737416,333100000.0,0.0
1470,624226447.3375764,0.3751830847351977,264061573.83006734,0.22211923897483887,20993941.42630015,0.036060448187501024,13362497.458975516,0.006776409289821759,144329830.3231065,0.12475331307691134,333100000.0,0.0
1471,0.0,0.0,30787264.618659582,0.026818820001514955,299779111.0379284,0.4674123949572159,20227435.972810384,0.009779113709238327,80984543.1178396,0.06771348322388374,333100000.0,0.0
1472,0.0,0.0,134230502.4539575,0.13066961252050535,713222075.6474229,1.267917284689359,3217166.548690514,0.00202347134535565,103249746.3972984,0.10154055598534463,333100000.0,0.0
1473,0.0,0.0,2898582.873432449,0.0024778225778629382,81069418.42314188,0.12570472345790518,162756228.50786114,0.061208230569516416,80313139.74435979,0.06411427417047301,333100000.0,0.0
1474,0.0,0.0,115915911.8774372,0.10602307616284495,53126111.204857014,0.09531559757305472,18784207.704307795,0.010135354670931844,194444258.0180771,0.1767332474423095,333100000.0,0.0
1475,1859342021.3106303,1.6439950508317782,7543885.413993802,0.010230871555300664,60862757.2795966,0.15093944804290255,45950197.6806729,0.03030023794310393,75149287.88112272,0.09621745934241571,333100000.0,0.0
1476,0.0,0.0,21279263.748621143,0.026769543606853335,40508974.45945743,0.0955456342342202,39476521.67951894,0.02518939988806556,57491522.91886224,0.0695843092963366,333100000.0,0.0
1477,0.0,0.0,35289879.30204912,0.04264868446529353,170765920.8178808,0.37773436049627596,14744861.047322057,0.01020271856934277,89606294.28635061,0.10516901211009878,333100000.0,0.0
1478,58308439.03895122,0.03675031947440275,250305686.55811495,0.22012882587174673,52662440.10675066,0.09382622482795284,12885361.679013807,0.006901388703415717,46565830.077851884,0.04275758971339359,333100000.0,0.0
1479,20725836.77730081,0.01377987883712848,159412072.9314285,0.15121115988155498,1861939329.876738,3.169176120901673,114341000.75913101,0.054081921463868046,101954324.56672516,0.09828691471471698,333100000.0,0.0
1480,0.0,0.0,130166283.2334495,0.10685395022163377,59597431.56272632,0.09596312737582921,75285731.95134103,0.032252448948591715,278998307.8617975,0.22593601593443716,333100000.0,0.0
1481,0.0,0.0,497579.6938951151,0.0005097599884162852,634549652.550046,1.096411263047011,27256201.74841976,0.013615490839072522,60072627.03756152,0.05777927225804919,333100000.0,0.0
1482,0.0,0.0,107447373.05223516,0.10526192973274615,49223870.16305363,0.09448573274821284,16918362.183491696,0.009598224033205066,497929347.40839535,0.47200010923764135,333100000.0,0.0
1483,0.0,0.0,316479638.9572875,0.3136213007561287,17777811.831408046,0.036466349992017116,44903919.53336735,0.02445170934287582,44443672.61856973,0.04645498378746375,333100000.0,0.0
1484,169373706.4049331,0.16072525997610798,3193062.7595280306,0.004689434558632618,13292417.818171307,0.03603780648686711,29244958.481629997,0.021242523531780837,827353582.057848,1.045559262118273,333100000.0,0.0
1485,0.0,0.0,120048096.37630464,0.13123546078235532,852102585.8067672,1.682959111110714,2954793.518357099,0.0021136044536872274,520529031.9540267,0.5530397307523321,333100000.0,0.0
1486,134932554.8853737,0.0868048813437762,2457869.843023371,0.0024533650509237256,117830749.4800219,0.2099061032439869,774668.801197161,0.00045783711701000027,298930029.15492374,0.2715955297592374,333100000.0,0.0
1487,0.0,0.0,30862920.76827831,0.026945601912330298,95119024.46968582,0.1540892318101462,56660958.57085556,0.024904773726489412,169648511.11784554,0.1408082711821675,333100000.0,0.0
1488,0.0,0.0,21731887.016280204,0.026500401093476397,67062705.34020266,0.15209633211221169,39845853.20142998,0.024512586665832985,38645075.06262198,0.045548379106190806,333100000.0,0.0
1489,0.0,0.0,11830591.590649374,0.010536271129320379,1895471468.1687417,2.7948159547394695,21117596.89804276,0.010487261556205755,377130690.4494538,0.30802117960085007,333100000.0,0.0
1490,0.0,0.0,27308227.278649233,0.026638305167417206,51864242.08962816,0.09471065742147983,75526948.84348997,0.03593994315811254,451544164.5904955,0.40911633132706193,333100000.0,0.0
1491,2735265079.3027716,1.6439950508317782,547924865.0005374,0.4466648818008929,30783197.56996283,0.052764187393957274,122880414.32545672,0.05210170609981624,838473846.0804961,0.6920452806747384,333100000.0,0.0
1492,0.0,0.0,237994223.63749087,0.22714048202503168,114559612.21355058,0.21744382359033598,48142604.17896676,0.02508325666755179,142980797.6593421,0.14025683779757497,333100000.0,0.0
1493,0.0,0.0,86010053.25874345,0.07924214072762896,85895493.44461128,0.15240736342551475,8590124.548139526,0.004849188873640113,1282343246.9324665,1.0809519192399768,333100000.0,0.0
1494,0.0,0.0,487680401.8797037,0.4482787835701213,18670745.320340723,0.03616587755708796,7949395.3729171045,0.004803428785145345,171701635.76747912,0.16697013745811273,333100000.0,0.0
1495,0.0,0.0,168763893.1763403,0.13771130181032254,38307400.40794216,0.06223810084187395,33570557.55839088,0.015041051361880376,75882459.49550119,0.06320234058890199,333100000.0,0.0
1496,1131352.0715262375,0.0006799842620048798,29319090.155467555,0.026796070123748867,129025422.49474385,0.21744382359033598,19697971.308724865,0.010135354670931844,161035442.33584598,0.14025683779757497,333100000.0,0.0
1497,25127855.25315971,0.01377987883712848,12259240.113199819,0.010385068666356453,2253995689.432365,3.161672887530173,9872773.806072999,0.004849188873640113,170918451.80715746,0.13553481764423125,333100000.0,0.0
1498,2428598184.1986003,1.6439950508317782,234698723.691598,0.222463557966759,946301961.4136522,1.657841167391147,110136285.21650234,0.05274095656135873,64990277.36908574,0.06403862910623107,333100000.0,0.0
1499,2735265079.3027716,1.6439950508317782,66696330.98698208,0.058797262388123474,20999148.32586699,0.03607639757311628,18845956.464156978,0.00942392554236451,1015290159.6752379,0.8266404110184068,333100000.0,0.0
1500,0.0,0.0,645872273.4411862,0.7075339061005873,93929119.62735224,0.21828253279063453,6709112.9855558295,0.00504226605853488,187886510.76325947,0.22310548166174285,333100000.0,0.0
1501,0.0,0.0,10551871.224999692,0.01017355424659539,214473835.24073112,0.36710120281149394,110992640.70547822,0.04856110902009127,772732907.696406,0.666131737045294,333100000.0,0.0
1502,0.0,0.0,9430386.623220969,0.010422493710150037,427017903.27965283,0.8139776477053754,77954268.25759137,0.040880503149451436,253954106.84893394,0.25859087688245497,333100000.0,0.0
1503,128232853.92763719,0.0868048813437762,26062870.364995293,0.026857319702910686,114380002.7868472,0.2170942702135167,42212024.93672558,0.022295051573813736,232925137.67076162,0.22644260634618152,333100000.0,0.0
1504,0.0,0.0,116989947.78261445,0.10473700175008954,1737204419.3320098,2.75970891811691,65795792.95461862,0.030452865722508923,70218940.33090885,0.06330948126364798,333100000.0,0.0
1505,0.0,0.0,27347846.187481493,0.026712893509919143,1926555675.4560995,3.175086364524077,3390560.3691253266,0.0020282158053803517,318288651.10847366,0.29076659441076674,333100000.0,0.0
1506,0.0,0.0,9603406.809385544,0.010406966036925137,47638682.806670904,0.09481860392184722,57380095.04057978,0.029866961816942362,63885788.24785952,0.06524139346801201,333100000.0,0.0
1507,0.0,0.0,25108067.698421817,0.026721674643368387,77400478.35121174,0.15295099658587086,59288523.09064223,0.03125508252441391,135541648.131058,0.1374823295040511,333100000.0,0.0
1508,0.0,0.0,224635251.5193779,0.2257546776646206,323070478.132415,0.6194894638536746,16059149.309816187,0.009622743302473355,472876347.19105166,0.4730549958976959,333100000.0,0.0
1509,0.0,0.0,28018522.095275633,0.026905828596505366,29535612.800876833,0.05334368250432307,3572266.0062012095,0.0021258681679849215,75738771.25514147,0.0698169015058967,333100000.0,0.0
1510,0.0,0.0,470141429.12832344,0.3108039963111955,159999271.928886,0.21281154041083225,86385203.14287832,0.03096728450121837,127845117.95543087,0.08877621550141104,333100000.0,0.0
1511,0.0,0.0,64000276.713559926,0.0595311809292971,20151160.03141181,0.03648156061167998,44835759.304068774,0.02188095505652679,188809180.668595,0.17124925868354285,333100000.0,0.0
1512,0.0,0.0,34672692.56364676,0.033743536867698466,476882193.39777637,0.8214258313518918,121272104.0744391,0.05593272441195224,187603829.2473549,0.17385532454154407,333100000.0,0.0
1513,0.0,0.0,30676125.51115856,0.02663257699964003,77672436.67988163,0.125804866877254,6324984.6748822825,0.003273686543722478,78555283.34645608,0.0655655887287497,333100000.0,0.0
1514,0.0,0.0,70905447.56797537,0.07823914197650259,566211799.4331203,1.1282087545971273,53851811.28284074,0.030546436687043568,372482532.0849083,0.3971685738251086,333100000.0,0.0
1515,0.0,0.0,110444945.69516844,0.13191476439110014,371518727.8020514,0.8244355352618313,14329923.201309856,0.010165407330055526,800863104.6441438,0.9072847799689723,333100000.0,0.0
1516,21863299.057807654,0.01377987883712848,956015229.7886924,0.7886749044957733,9070009.245019063,0.016430048011519524,11710289.768248815,0.006437122339907363,70683962.39783786,0.06489762298814672,333100000.0,0.0
1517,0.0,0.0,63772814.43972868,0.059111634410465255,995378.3863720985,0.0018034239522900963,43796373.79594238,0.02106036730619912,180491318.91040468,0.16315441675859882,333100000.0,0.0
1518,0.0,0.0,77402209.37412712,0.05867488381522242,11004396.973005293,0.01631123090749232,6780624.381542752,0.0031155801656332395,163411607.1940617,0.12134983408677513,333100000.0,0.0
1519,0.0,0.0,70503864.43385848,0.057869753914385494,22177877.604170986,0.03549728122493055,32132435.71462678,0.013615490839072522,70819839.25383545,0.05777927225804919,333100000.0,0.0
1520,0.0,0.0,60090834.59213771,0.058403151582673396,27543934.61530143,0.05180176484168686,77921558.60049908,0.037154253732807244,726645019.2009462,0.6601394310185127,333100000.0,0.0
1521,0.0,0.0,23227520.652911153,0.026818820001514955,29162178.675922133,0.0632479786298826,100688134.95996416,0.054449797052983785,158696416.91127035,0.17348593459715614,333100000.0,0.0
1522,0.0,0.0,19720743.525905974,0.026254254006368438,37623395.36569061,0.09420388884024511,9333621.958578404,0.007083795347587577,128753726.9562827,0.16328186922173077,333100000.0,0.0
1523,109864368.52390608,0.06024858355496495,31715543.596202657,0.02612489479296769,13063270.072812628,0.02050269915927737,19965095.33683619,0.008898168690793185,31313366.74116731,0.025055676375101706,333100000.0,0.0
1524,0.0,0.0,39412861.14858959,0.04208451197310764,105627747.94085735,0.209695451889818,38486724.91006763,0.021049383225530585,160345119.99095127,0.1650191446237457,333100000.0,0.0
1525,0.0,0.0,34511281.06960959,0.03397698388179095,49471419.93867339,0.09229737544907501,96070930.35065857,0.04315364901988748,59290421.49690447,0.056976261832561395,333100000.0,0.0
1526,0.0,0.0,13009994.744258614,0.015240526928963492,29289559.56343098,0.0637407077262361,154309356.8655898,0.07814780509553575,80343431.44593956,0.0889478646642302,333100000.0,0.0
1527,3896277.9697389444,0.0032249386520797523,88558170.94563109,0.10659169557557355,40555906.83347316,0.09574360803465373,6716712.419578648,0.005051004544035108,149389337.06227362,0.17842539178186656,333100000.0,0.0
1528,3647373.481402478,0.0032249386520797523,19934707.1253057,0.026807887248068075,53691366.894893676,0.13435712544645356,22365093.291917067,0.015784517893248362,137507101.4109187,0.1752323038096619,333100000.0,0.0
1529,0.0,0.0,39812189.88137007,0.042602358283295054,17831177.07114824,0.036660604685178594,3164176.900783888,0.0021376780451063714,556656844.7836208,0.5568976600831694,333100000.0,0.0
1530,0.0,0.0,2440135.5027187136,0.0024199775829778004,1911883986.325882,3.136800574533194,142965715.23733145,0.055993756096230266,728271266.2016662,0.6377686359497551,333100000.0,0.0
1531,0.0,0.0,664895921.238621,0.7104499476097392,23080810.67935151,0.05330706603367452,52180380.536011174,0.031822620209323235,120564805.15580118,0.1408965295238151,333100000.0,0.0
1532,0.0,0.0,39644775.779892795,0.04225242724851561,66423405.87831802,0.1342038859366265,3088930.4463435668,0.002063012744091709,37345132.40956749,0.03904099280288606,333100000.0,0.0
1533,0.0,0.0,32027645.110315748,0.02662576695518297,40250626.393883884,0.06293733895990239,9947514.071023649,0.004906130256077418,276741275.4571124,0.21731391123284788,333100000.0,0.0
1534,0.0,0.0,962590170.8688972,0.7969307011778084,53079512.33106771,0.09516591584206549,51289620.56109582,0.024756883563341825,237281745.90263945,0.2139063464695136,333100000.0,0.0
1535,0.0,0.0,340174250.6064068,0.3138766291684382,81827895.8400218,0.1537668317158126,171154460.45364407,0.07519627809415858,142904065.75303614,0.13751402614655173,333100000.0,0.0
1536,0.0,0.0,10671263.670188952,0.01039376959883941,53094399.29048749,0.0952137347199464,65988516.5638216,0.031298608510214834,108741561.47753827,0.09944680288095706,333100000.0,0.0
1537,0.0,0.0,66639374.89742986,0.05869708209662221,499321785.9927027,0.7940128882340767,148960529.43340147,0.05702216099114302,106210291.87388232,0.09218854538547039,333100000.0,0.0
1538,0.0,0.0,8888421.875152303,0.010453656111353297,71617211.56683733,0.153526224871223,73586359.77909121,0.041052426007791104,126539109.10466519,0.13910591608982759,333100000.0,0.0
1539,0.0,0.0,9976179.759911906,0.010121567832429745,18948870.479611527,0.03596007223373357,47160950.869444035,0.0236241952413051,130903492.12429896,0.125194264607129,333100000.0,0.0
1540,0.0,0.0,54486161.200986296,0.04188066673358542,42588517.259074576,0.06273710563664808,10239316.578447014,0.00468708996748057,541071394.8383362,0.39289322744413807,333100000.0,0.0
1541,0.0,0.0,202029487.90361232,0.17173670448472564,793932604.2444837,1.2450860539497843,44695934.45707695,0.020196553870657063,68662467.42381269,0.059830566048194034,333100000.0,0.0
1542,19218918.175380144,0.01377987883712848,56428688.19240568,0.05988639064354851,1729302198.472187,3.1771656874815446,58025293.61542401,0.03131281496920533,169266716.01125437,0.1748961658190763,333100000.0,0.0
1543,2292894352.418701,1.6439950508317782,172085576.44627026,0.17595585657320081,46846308.17627214,0.09584849739301435,16759536.192306014,0.01038167966527229,933250576.6261563,0.9168850629844222,333100000.0,0.0
1544,0.0,0.0,24774404.998619825,0.027010375437525914,17873941.689162605,0.03681627207824177,5351049.69348234,0.003551706554806243,66913075.81493461,0.0699039198789903,333100000.0,0.0
1545,0.0,0.0,476187372.29164076,0.33704612779301,1212195.037532831,0.0018023270304555182,969999.8671862159,0.0004626757454014215,210347248.659163,0.15554551083468016,333100000.0,0.0
1546,0.0,0.0,56698485.24531351,0.05999669990301962,17812359.533230253,0.03659210700631293,16600764.631817859,0.010160175548978488,136090605.43739012,0.1408965295238151,333100000.0,0.0
1547,0.0,0.0,56177483.21935962,0.059359299479449,17654896.916131575,0.03626609086124699,70377819.89373411,0.03722740766964083,129699865.09651405,0.1343986281170802,333100000.0,0.0
1548,22232755.379221477,0.01377987883712848,979006872.2718669,0.7971164219629383,1997978201.9405057,3.170864098301684,124631627.11093438,0.05521491167812917,244433225.57473743,0.21690873989149345,333100000.0,0.0
1549,0.0,0.0,5745854.348100038,0.005915777275334406,1861939329.8767383,3.169176120901673,165010463.1392157,0.071583099723565,101954324.56672516,0.09828691471471698,333100000.0,0.0
1550,0.0,0.0,399236390.2357291,0.44892286362313494,3608211.879290699,0.008609814407854126,6440098.952649027,0.004732930492378905,454422137.3628235,0.5239333876553369,333100000.0,0.0
1551,0.0,0.0,103856451.27864483,0.10538129399021817,31568064.60466607,0.0631957907016795,149582817.73657846,0.07048779556254482,545908014.0455276,0.5338507248775367,333100000.0,0.0
1552,2735265079.3027716,1.6439950508317782,47252913.47596877,0.042499761054956973,36796751.54284532,0.06315719250783527,9002593.323671216,0.004844679481083663,880111848.9372534,0.7303969486746346,333100000.0,0.0
1553,0.0,0.0,859836295.8694586,0.7041970130836006,11644315.369022897,0.020774752691078154,79074728.80511022,0.036366951026259524,74280711.76125702,0.0671966604479127,333100000.0,0.0
1554,0.0,0.0,0.0,0.0,588331462.6390736,0.8114836475048677,22499219.58629298,0.009859009871870678,291405700.81513005,0.21577226433428817,333100000.0,0.0
1555,725181747.5527108,0.3751830847351977,1039020463.5508783,0.7134212130942322,82209111.11512807,0.12087341776889843,7347008.8913374,0.0035226708355682573,187824743.58525693,0.1408521835007144,333100000.0,0.0
1556,655195994.4732623,0.3751830847351977,11805028.91423002,0.010493434096530151,1891837124.736095,2.7864005450130085,98837991.81321439,0.04179380073018821,212987820.7292417,0.17582129383444647,333100000.0,0.0
1557,0.0,0.0,32829408.20194904,0.03544905489362599,283504626.98625445,0.5503208488257494,28007638.143052604,0.016103524014900866,136007098.803921,0.14080443425309014,333100000.0,0.0
1558,0.0,0.0,19512986.670528997,0.018024820636308593,79198320.26368156,0.1350105663456601,70029323.3057707,0.0318457115739101,106681194.50833246,0.09344769768938939,333100000.0,0.0
1559,0.0,0.0,45203761.79070482,0.04276324366216438,75507103.1997554,0.13495496868781698,180633873.22642204,0.0752444515624197,1196658293.7364266,1.0188803150120438,333100000.0,0.0
1560,0.0,0.0,38827841.85227862,0.03512306283394162,55785546.025595784,0.0955456342342202,130967909.69230603,0.05658580982336532,162375382.13929468,0.14150035942678113,333100000.0,0.0
